,birdid,electrode,region,hemisphere,average_adaptation_rate,average_decoding_accuracy,decoding_accuracy
0,BL008,100,N/A,Left,-0.004830109857677513,0.23455839676008514,"[[0.00787402 0.048      0.         0.         0.10833333 0.15037594
  0.         0.03053435 0.05755396 0.         0.01680672 0.01769912
  0.         0.03968254 0.05785124 0.05       0.57264957 0.28787879
  0.032      0.         0.02542373 0.00813008 0.         0.
  0.06722689 0.08695652 0.36153846 0.4214876  0.15625    0.05223881
  0.14782609 0.03225806 0.01449275 0.06557377 0.10769231 0.21538462
  0.         0.         0.02419355 0.32038835]
 [0.98561151 0.99122807 0.98449612 0.98058252 0.99173554 0.95275591
  0.9921875  0.96774194 0.99173554 0.99166667 0.992      0.99224806
  0.96825397 0.93442623 0.99275362 0.99159664 0.99056604 0.99259259
  0.96396396 0.99137931 0.875      0.98550725 0.76923077 0.
  0.99270073 0.96825397 0.97744361 0.98198198 0.99230769 0.99173554
  0.96521739 0.89430894 0.99259259 0.97692308 0.31914894 0.94573643
  0.96153846 0.75409836 0.64705882 0.79527559]
 [0.         0.         0.52       0.         0.42975207 0.
  0.53174603 0.         0.12195122 0.328125   0.28461538 0.34751773
  0.         0.18461538 0.61344538 0.00729927 0.088      0.
  0.096      0.39230769 0.54961832 0.43165468 0.19672131 0.06349206
  0.18644068 0.         0.00775194 0.         0.44262295 0.07142857
  0.43307087 0.00775194 0.         0.02962963 0.3245614  0.5982906
  0.14925373 0.01694915 0.         0.17557252]
 [0.01709402 0.22881356 0.         0.616      0.09090909 0.
  0.         0.         0.         0.02173913 0.38405797 0.
  0.35114504 0.00862069 0.08       0.3362069  0.         0.
  0.01587302 0.5078125  0.08633094 0.10687023 0.29770992 0.02325581
  0.0620155  0.05109489 0.15789474 0.08870968 0.11029412 0.75
  0.         0.03361345 0.         0.05645161 0.00833333 0.01538462
  0.00763359 0.00775194 0.00769231 0.04237288]
 [0.59440559 0.1037037  0.37037037 0.61417323 0.29365079 0.04132231
  0.17985612 0.12403101 0.01538462 0.01754386 0.0173913  0.43609023
  0.168      0.09774436 0.         0.04761905 0.024      0.3015873
  0.         0.41258741 0.3963964  0.         0.216      0.06349206
  0.05084746 0.04964539 0.07462687 0.         0.2109375  0.
  0.39130435 0.05833333 0.25225225 0.0703125  0.48818898 0.13114754
  0.44444444 0.3984375  0.42753623 0.17355372]
 [0.776      0.17213115 0.04424779 0.80769231 0.14179104 0.06034483
  0.46721311 0.46616541 0.02290076 0.         0.5        0.
  0.43333333 0.37606838 0.03333333 0.         0.         0.03361345
  0.248      0.02459016 0.02290076 0.1015625  0.21008403 0.09677419
  0.04724409 0.         0.21428571 0.12       0.39130435 0.10619469
  0.03787879 0.24031008 0.5        0.1754386  0.312      0.05755396
  0.33613445 0.296875   0.04166667 0.4047619 ]
 [0.00847458 0.1557377  0.00847458 0.18897638 0.0703125  0.01754386
  0.29411765 0.02542373 0.04       0.         0.01724138 0.04032258
  0.02362205 0.34210526 0.         0.34883721 0.06722689 0.
  0.208      0.12096774 0.00729927 0.07258065 0.         0.
  0.15037594 0.03007519 0.05882353 0.11347518 0.         0.07142857
  0.048      0.624      0.14074074 0.05737705 0.024      0.
  0.         0.01408451 0.         0.07971014]
 [0.         0.02631579 0.12598425 0.         0.05882353 0.
  0.         0.81746032 0.07913669 0.0070922  0.32478632 0.12096774
  0.01626016 0.30088496 0.01652893 0.         0.         0.
  0.00806452 0.23770492 0.04166667 0.         0.03875969 0.34482759
  0.         0.00819672 0.         0.         0.1        0.0075188
  0.1037037  0.016      0.00833333 0.00740741 0.         0.
  0.         0.13445378 0.07352941 0.27586207]]"
1,BL008,200,N/A,Left,-0.007760559493874197,0.2572694089350968,"[[0.008      0.01526718 0.         0.26811594 0.         0.17605634
  0.07258065 0.2556391  0.17910448 0.50806452 0.14529915 0.16923077
  0.         0.28703704 0.02962963 0.0078125  0.28125    0.11290323
  0.         0.         0.56034483 0.29268293 0.1031746  0.66165414
  0.00775194 0.70689655 0.43859649 0.13492063 0.00840336 0.06870229
  0.         0.10714286 0.03875969 0.30327869 0.         0.25984252
  0.04580153 0.02727273 0.         0.43307087]
 [0.9921875  0.99186992 0.99193548 0.94166667 0.99180328 0.99145299
  0.98484848 0.99180328 0.99056604 0.99259259 0.984375   0.81967213
  0.72307692 0.99130435 0.7        0.89312977 0.95419847 0.9516129
  0.99236641 0.99253731 0.         0.4296875  0.99206349 0.96850394
  0.76612903 0.87022901 0.81102362 0.53787879 0.7734375  0.856
  0.97478992 0.992      0.98507463 0.92063492 0.99236641 0.90677966
  0.99166667 0.992      0.97674419 0.98214286]
 [0.11023622 0.29133858 0.69230769 0.36220472 0.82835821 0.30534351
  0.28888889 0.2421875  0.42424242 0.6754386  0.15328467 0.304
  0.67479675 0.26612903 0.5        0.68333333 0.56923077 0.85714286
  0.12173913 0.515625   0.96240602 0.94957983 0.72727273 0.66176471
  0.16666667 0.19834711 0.11403509 0.91729323 0.296875   0.34677419
  0.6618705  0.2892562  0.         0.05882353 0.592      0.57264957
  0.528      0.60305344 0.22962963 0.31404959]
 [0.04958678 0.57024793 0.         0.20833333 0.17741935 0.10344828
  0.         0.39370079 0.27192982 0.00763359 0.125      0.30578512
  0.14184397 0.         0.06666667 0.3030303  0.144      0.11023622
  0.00735294 0.22580645 0.408      0.46212121 0.68852459 0.04098361
  0.33858268 0.         0.60162602 0.21100917 0.57758621 0.43478261
  0.89344262 0.36363636 0.1509434  0.03636364 0.08943089 0.36111111
  0.104      0.09489051 0.17073171 0.13934426]
 [0.06722689 0.19327731 0.28787879 0.23770492 0.234375   0.03007519
  0.00869565 0.096      0.21621622 0.         0.02941176 0.
  0.43362832 0.         0.0625     0.04651163 0.2248062  0.15
  0.02380952 0.0530303  0.53521127 0.24822695 0.5        0.59558824
  0.         0.         0.24       0.         0.07758621 0.23275862
  0.07407407 0.16981132 0.00813008 0.1023622  0.0952381  0.01587302
  0.04672897 0.01612903 0.         0.38931298]
 [0.         0.01652893 0.         0.00826446 0.17073171 0.01481481
  0.         0.         0.         0.         0.08396947 0.
  0.         0.10144928 0.22580645 0.         0.01626016 0.10852713
  0.24615385 0.08661417 0.         0.04347826 0.         0.10526316
  0.00854701 0.         0.         0.         0.27205882 0.03816794
  0.03649635 0.0173913  0.         0.2195122  0.         0.25396825
  0.048      0.17910448 0.03875969 0.        ]
 [0.01503759 0.00819672 0.04201681 0.10687023 0.08148148 0.04132231
  0.         0.1        0.         0.07857143 0.04918033 0.
  0.0546875  0.01612903 0.00724638 0.06779661 0.         0.0075188
  0.         0.         0.03478261 0.00806452 0.09285714 0.008
  0.05594406 0.         0.         0.06666667 0.         0.5
  0.16       0.         0.         0.00854701 0.07258065 0.0859375
  0.00847458 0.         0.         0.00757576]
 [0.         0.         0.02307692 0.00757576 0.00775194 0.
  0.         0.         0.0075188  0.17293233 0.20353982 0.13043478
  0.45833333 0.         0.         0.008      0.01550388 0.
  0.0075188  0.34090909 0.14876033 0.01538462 0.08333333 0.40458015
  0.         0.05084746 0.024      0.0390625  0.         0.
  0.         0.         0.         0.32786885 0.         0.18333333
  0.         0.06666667 0.         0.        ]]"
2,BL008,300,N/A,Left,-0.011955360509629448,0.2792996073192816,"[[0.20512821 0.10655738 0.01626016 0.86956522 0.         0.56589147
  0.12096774 0.06015038 0.60330579 0.056      0.67910448 0.46564885
  0.37288136 0.77777778 0.78813559 0.05714286 0.30769231 0.07462687
  0.39837398 0.95762712 0.00813008 0.26229508 0.         0.904
  0.30597015 0.81818182 0.03278689 0.         0.048      0.85496183
  0.31818182 0.828125   0.73109244 0.2992126  0.24626866 0.
  0.96031746 0.16129032 0.0625     0.39669421]
 [0.48780488 0.20472441 0.34482759 0.11764706 0.33870968 0.27731092
  0.00793651 0.11594203 0.36440678 0.         0.13385827 0.55172414
  0.08461538 0.05384615 0.2265625  0.         0.         0.432
  0.07142857 0.12598425 0.20634921 0.20661157 0.18803419 0.18487395
  0.         0.015625   0.13076923 0.016      0.2992126  0.
  0.10852713 0.49275362 0.52380952 0.18032787 0.19379845 0.08029197
  0.34615385 0.0546875  0.59285714 0.0859375 ]
 [0.52991453 0.8705036  0.98484848 0.51145038 0.95488722 0.05384615
  0.05042017 0.00806452 0.05042017 0.55797101 0.01652893 0.80451128
  0.50793651 0.234375   0.82539683 0.39230769 0.68656716 0.78767123
  0.62676056 0.43220339 0.56818182 0.72727273 0.74637681 0.7734375
  0.18018018 0.38842975 0.775      0.68181818 0.64963504 0.86923077
  0.82142857 0.34453782 0.         0.50420168 0.55645161 0.73643411
  0.1496063  0.         0.57723577 0.25225225]
 [0.29166667 0.07563025 0.47407407 0.0859375  0.09090909 0.6484375
  0.35074627 0.         0.05128205 0.01639344 0.33898305 0.62043796
  0.01587302 0.76865672 0.01694915 0.6446281  0.         0.92248062
  0.44186047 0.37301587 0.75806452 0.47552448 0.2        0.31147541
  0.00840336 0.00763359 0.39694656 0.68       0.02542373 0.23853211
  0.57377049 0.30985915 0.1496063  0.93181818 0.488      0.82706767
  0.38135593 0.09243697 0.7518797  0.06870229]
 [0.55223881 0.76923077 0.         0.275      0.5503876  0.046875
  0.83185841 0.50806452 0.58139535 0.8        0.16129032 0.68141593
  0.63779528 0.76923077 0.03937008 0.24087591 0.         0.19130435
  0.78070175 0.50847458 0.         0.34482759 0.46280992 0.00729927
  0.36842105 0.51492537 0.         0.7518797  0.64227642 0.01574803
  0.02362205 0.79844961 0.05217391 0.41732283 0.03389831 0.14516129
  0.90140845 0.46153846 0.04273504 0.140625  ]
 [0.072      0.22058824 0.         0.01652893 0.07692308 0.23015873
  0.07317073 0.51968504 0.22727273 0.728      0.47107438 0.03968254
  0.016      0.45038168 0.6        0.09677419 0.30769231 0.
  0.29824561 0.04098361 0.05       0.27480916 0.7        0.0075188
  0.         0.65185185 0.         0.33333333 0.43518519 0.42735043
  0.47619048 0.21428571 0.1627907  0.         0.00793651 0.
  0.         0.02189781 0.32824427 0.00819672]
 [0.21538462 0.39230769 0.         0.06153846 0.15441176 0.50420168
  0.17647059 0.40944882 0.         0.28888889 0.27777778 0.09836066
  0.01612903 0.05       0.54621849 0.10169492 0.02255639 0.08730159
  0.04464286 0.2        0.         0.         0.08928571 0.
  0.19512195 0.         0.         0.         0.18803419 0.07936508
  0.07258065 0.09848485 0.64285714 0.10071942 0.         0.47407407
  0.13953488 0.09090909 0.15862069 0.25581395]
 [0.1627907  0.         0.06666667 0.         0.         0.
  0.         0.05785124 0.         0.23015873 0.05839416 0.28
  0.         0.         0.04132231 0.12       0.03174603 0.05109489
  0.09448819 0.         0.12096774 0.         0.048      0.
  0.03076923 0.54621849 0.         0.         0.0075188  0.02439024
  0.         0.         0.28030303 0.         0.         0.51886792
  0.         0.0530303  0.02362205 0.        ]]"
3,BL008,400,N/A,Left,-0.009843982078880379,0.5049429606213037,"[[0.         0.82539683 0.94117647 0.5203252  0.99145299 0.92372881
  0.00833333 0.77235772 0.98550725 0.98529412 0.93548387 0.96825397
  0.00813008 0.48245614 0.67692308 0.         0.96153846 0.87704918
  0.92805755 0.49180328 0.96969697 0.99236641 0.90441176 0.7238806
  0.86524823 0.96581197 0.9765625  0.98449612 0.81666667 0.95419847
  0.04132231 0.17857143 0.87603306 0.9389313  0.96491228 0.98387097
  0.05223881 0.56716418 0.7421875  0.99186992]
 [0.34677419 0.5826087  0.69784173 0.53968254 0.76422764 0.75757576
  0.27350427 0.06766917 0.77037037 0.83823529 0.00892857 0.43902439
  0.09701493 0.5648855  0.01492537 0.02439024 0.05511811 0.
  0.78740157 0.57024793 0.40136054 0.81481481 0.74418605 0.40625
  0.0661157  0.02439024 0.33088235 0.51260504 0.77165354 0.0729927
  0.27559055 0.10569106 0.27536232 0.72727273 0.390625   0.10743802
  0.016      0.2481203  0.33333333 0.11111111]
 [0.60416667 0.175      0.78813559 0.52205882 0.34108527 0.79850746
  0.93442623 0.63114754 0.96946565 0.84671533 0.66176471 0.18333333
  0.5        0.3649635  0.848      0.         0.93181818 0.67153285
  0.96551724 0.224      0.92907801 0.3697479  0.7173913  0.42241379
  0.63333333 0.76595745 0.09090909 0.38405797 0.38059701 0.86614173
  0.50862069 0.23809524 0.55284553 0.4789916  0.02631579 0.27350427
  0.65486726 0.24409449 0.704      0.86821705]
 [0.00775194 0.15702479 0.58273381 0.08264463 0.12096774 0.16793893
  0.96610169 0.86065574 0.88888889 0.6969697  0.11666667 0.45901639
  0.53982301 0.39669421 0.56153846 0.22689076 0.0137931  0.20454545
  0.52631579 0.01526718 0.2578125  0.70247934 0.26984127 0.90163934
  0.         0.         0.4375     0.06976744 0.36842105 0.09090909
  0.36666667 0.5042735  0.53731343 0.52238806 0.04       0.07352941
  0.23364486 0.26984127 0.99152542 0.91666667]
 [0.         0.31746032 0.57723577 0.1754386  0.13675214 0.
  0.12903226 0.60606061 0.08       0.1953125  0.3015873  0.27819549
  0.09649123 0.26785714 0.31092437 0.1496063  0.37962963 0.13740458
  0.         0.04411765 0.01652893 0.4        0.         0.51538462
  0.49242424 0.04411765 0.51908397 0.6875     0.10483871 0.28676471
  0.15671642 0.06557377 0.         0.02325581 0.62121212 0.3129771
  0.21428571 0.12030075 0.56692913 0.06923077]
 [0.98387097 0.98473282 0.89781022 0.98305085 0.01666667 0.95901639
  0.99230769 0.98540146 0.81343284 0.70909091 0.97692308 0.96551724
  0.97744361 0.99230769 0.54615385 0.99242424 0.49285714 0.99212598
  0.92372881 0.99099099 0.92       0.96551724 0.79807692 0.58267717
  0.2890625  0.472      0.68461538 0.08       0.992      0.89285714
  0.74576271 0.88983051 0.98507463 0.93650794 0.92063492 0.675
  0.37593985 0.8034188  0.35658915 0.984375  ]
 [0.016      0.08695652 0.19834711 0.34615385 0.224      0.03937008
  0.         0.00854701 0.24590164 0.01652893 0.00877193 0.13492063
  0.16666667 0.12307692 0.12       0.35251799 0.184      0.0952381
  0.         0.44       0.11965812 0.00869565 0.07746479 0.9296875
  0.33606557 0.34677419 0.65891473 0.6796875  0.10169492 0.64227642
  0.08148148 0.48120301 0.68103448 0.03333333 0.33858268 0.68292683
  0.06666667 0.20535714 0.3539823  0.03389831]
 [0.61417323 0.5952381  0.624      0.94488189 0.83941606 0.9858156
  0.57364341 0.96825397 0.79831933 0.71875    0.98518519 0.89922481
  0.84033613 0.69465649 0.21367521 0.992      0.99152542 0.69421488
  0.8        0.         0.5877193  0.19642857 0.98518519 0.93700787
  0.31007752 0.688      0.9826087  0.93181818 0.92481203 0.81818182
  0.95901639 0.77777778 0.94017094 0.9609375  0.18348624 0.93495935
  0.50393701 0.93984962 0.95       0.7768595 ]]"
4,BL008,500,N/A,Left,-0.009302958979945222,0.29485553007230964,"[[0.5035461  0.30172414 0.85714286 0.42857143 0.98412698 0.91150442
  0.91056911 0.08       0.97580645 0.98373984 0.98198198 0.99180328
  0.56034483 0.38345865 0.99186992 0.05932203 0.93650794 0.35483871
  0.26229508 0.975      0.99186992 0.86440678 0.92105263 0.96774194
  0.4        0.2265625  0.704      0.46511628 0.9765625  0.97413793
  0.53571429 0.32824427 0.72881356 0.99137931 0.98148148 0.96969697
  0.9858156  0.9140625  0.82481752 0.20769231]
 [0.992      0.99285714 0.96183206 0.96575342 0.95081967 0.99186992
  0.95454545 0.99230769 0.94656489 0.98245614 0.99285714 0.992
  0.98518519 0.98507463 0.99152542 0.9826087  0.9921875  0.984
  0.91452991 0.97272727 0.99259259 0.99130435 0.96850394 0.43703704
  0.99173554 0.94166667 0.98373984 0.99152542 0.5703125  0.95454545
  0.98507463 0.99206349 0.93442623 0.99193548 0.97413793 0.95348837
  0.98373984 0.96747967 0.93661972 0.99193548]
 [0.04385965 0.07575758 0.00735294 0.06349206 0.         0.09722222
  0.05673759 0.         0.03252033 0.03623188 0.         0.
  0.01652893 0.45081967 0.296      0.025      0.         0.00806452
  0.25438596 0.15328467 0.48412698 0.51239669 0.11764706 0.11111111
  0.14173228 0.         0.00757576 0.06666667 0.10169492 0.
  0.49152542 0.11864407 0.03252033 0.25714286 0.3203125  0.4
  0.0212766  0.1484375  0.43307087 0.2605042 ]
 [0.03546099 0.03418803 0.29059829 0.76119403 0.36507937 0.
  0.02608696 0.04651163 0.04379562 0.         0.14049587 0.21538462
  0.13913043 0.40909091 0.         0.5        0.         0.
  0.64444444 0.33333333 0.61538462 0.05405405 0.02439024 0.
  0.23664122 0.         0.17213115 0.04651163 0.19642857 0.07575758
  0.424      0.2519685  0.         0.15322581 0.30714286 0.15322581
  0.04132231 0.         0.10655738 0.        ]
 [0.03278689 0.00787402 0.         0.18110236 0.16296296 0.00833333
  0.32743363 0.         0.01408451 0.00793651 0.05737705 0.
  0.         0.08547009 0.16312057 0.         0.04587156 0.
  0.         0.33333333 0.0075188  0.4488189  0.22627737 0.48695652
  0.         0.0212766  0.09836066 0.144      0.50833333 0.008
  0.         0.04273504 0.         0.03007519 0.         0.1015625
  0.08870968 0.04098361 0.30578512 0.21582734]
 [0.00833333 0.81196581 0.         0.04545455 0.07894737 0.00806452
  0.05172414 0.         0.41860465 0.10447761 0.04166667 0.26086957
  0.         0.62204724 0.00840336 0.01470588 0.10526316 0.
  0.07377049 0.00775194 0.00917431 0.13636364 0.10791367 0.
  0.00819672 0.01574803 0.072      0.0173913  0.24       0.62698413
  0.         0.04347826 0.45528455 0.         0.70731707 0.00892857
  0.40336134 0.51327434 0.         0.3880597 ]
 [0.15447154 0.00735294 0.05426357 0.08264463 0.12878788 0.
  0.07633588 0.         0.         0.         0.         0.06837607
  0.35433071 0.14173228 0.08661417 0.         0.07857143 0.01612903
  0.         0.07017544 0.11023622 0.11940299 0.         0.296
  0.08633094 0.         0.1328125  0.04444444 0.         0.03053435
  0.21428571 0.25806452 0.         0.         0.00787402 0.
  0.         0.02362205 0.02362205 0.07142857]
 [0.03846154 0.         0.07086614 0.19685039 0.09322034 0.
  0.03389831 0.12403101 0.05263158 0.0703125  0.03100775 0.
  0.03149606 0.025      0.         0.47826087 0.         0.
  0.         0.         0.         0.         0.         0.02631579
  0.         0.         0.         0.         0.         0.
  0.         0.47154472 0.10071942 0.13675214 0.         0.00714286
  0.         0.0703125  0.         0.        ]]"
5,BL008,600,N/A,Left,-0.010245210172077038,0.3030942684065053,"[[0.24107143 0.00813008 0.73809524 0.01785714 0.06622517 0.11111111
  0.0619469  0.064      0.94736842 0.         0.64285714 0.03875969
  0.34090909 0.03100775 0.44202899 0.         0.96899225 0.16949153
  0.1015625  0.71538462 0.34558824 0.02564103 0.78333333 0.04166667
  0.0546875  0.90990991 0.85470085 0.03759398 0.03669725 0.29752066
  0.02222222 0.8        0.46218487 0.27692308 0.32283465 0.5826087
  0.91056911 0.38931298 0.         0.30894309]
 [0.92622951 0.8705036  0.8362069  0.968      0.95555556 0.95
  0.21848739 0.97709924 0.77037037 0.93965517 0.95555556 0.8358209
  0.70491803 0.95762712 0.47619048 0.70634921 0.86153846 0.02054795
  0.97540984 0.64754098 0.075      0.7704918  0.60431655 0.91111111
  0.184      0.04545455 0.46666667 0.88148148 0.77419355 0.93076923
  0.84246575 0.9516129  0.77941176 0.89915966 0.23966942 0.9057971
  0.51587302 0.90769231 0.22222222 0.01612903]
 [0.00813008 0.82644628 0.19266055 0.75572519 0.85185185 0.016
  0.70895522 0.856      0.13492063 0.5        0.         0.77419355
  0.43697479 0.2        0.06349206 0.04065041 0.48031496 0.01626016
  0.77099237 0.6984127  0.90697674 0.9037037  0.95798319 0.42975207
  0.02877698 0.048      0.01438849 0.84962406 0.5984252  0.05633803
  0.31896552 0.         0.03149606 0.03076923 0.09090909 0.
  0.51754386 0.59615385 0.         0.90697674]
 [0.         0.88976378 0.15322581 0.07633588 0.19083969 0.5631068
  0.         0.1875     0.55645161 0.24369748 0.47826087 0.40983607
  0.         0.32142857 0.08264463 0.6        0.14285714 0.45801527
  0.19402985 0.         0.40151515 0.70731707 0.13178295 0.
  0.16       0.         0.62295082 0.6640625  0.23577236 0.0546875
  0.52307692 0.47244094 0.         0.66942149 0.568      0.00892857
  0.01481481 0.51666667 0.         0.00833333]
 [0.59541985 0.5483871  0.19469027 0.79230769 0.488      0.6637931
  0.20930233 0.43283582 0.06299213 0.14876033 0.31782946 0.2519084
  0.07758621 0.1300813  0.05072464 0.53913043 0.304      0.08181818
  0.336      0.03787879 0.48031496 0.46923077 0.03448276 0.09923664
  0.         0.01724138 0.125      0.02678571 0.00833333 0.85470085
  0.24615385 0.744      0.36290323 0.17692308 0.23728814 0.84496124
  0.01515152 0.30508475 0.12068966 0.0173913 ]
 [0.21052632 0.0070922  0.         0.00826446 0.152      0.02173913
  0.06870229 0.05072464 0.         0.03030303 0.03030303 0.
  0.00740741 0.00746269 0.04273504 0.         0.17460317 0.00763359
  0.         0.         0.02439024 0.264      0.01428571 0.
  0.06603774 0.00806452 0.008      0.25203252 0.06766917 0.05970149
  0.         0.4609375  0.         0.02054795 0.05755396 0.
  0.31496063 0.         0.08888889 0.        ]
 [0.232      0.         0.2991453  0.03875969 0.00854701 0.16528926
  0.50819672 0.78225806 0.05645161 0.02962963 0.1969697  0.3984375
  0.65354331 0.06306306 0.0610687  0.06818182 0.36507937 0.16071429
  0.84126984 0.39837398 0.936      0.00833333 0.94736842 0.0610687
  0.04132231 0.75912409 0.         0.01834862 0.02158273 0.61864407
  0.76521739 0.14285714 0.51239669 0.14166667 0.26771654 0.75892857
  0.80882353 0.13934426 0.10434783 0.21641791]
 [0.00775194 0.         0.52991453 0.         0.03030303 0.04724409
  0.         0.03030303 0.04615385 0.07751938 0.1942446  0.
  0.00775194 0.04379562 0.         0.05925926 0.         0.
  0.34814815 0.46956522 0.13492063 0.02962963 0.02362205 0.03333333
  0.12903226 0.         0.01709402 0.04       0.03225806 0.
  0.         0.         0.04273504 0.01459854 0.         0.45522388
  0.         0.         0.         0.        ]]"
6,BL008,700,N/A,Left,-0.013243647884752314,0.5132403060852065,"[[0.528      0.00775194 0.68181818 0.94244604 0.2        0.22556391
  0.75806452 0.31782946 0.57692308 0.1092437  0.82170543 0.6641791
  0.03278689 0.27419355 0.816      0.39669421 0.73553719 0.1
  0.67241379 0.40601504 0.50806452 0.176      0.77235772 0.
  0.97777778 0.96747967 0.65625    0.51239669 0.67692308 0.85
  0.34579439 0.90977444 0.0733945  0.23529412 0.         0.57364341
  0.42748092 0.98347107 0.97637795 0.6031746 ]
 [0.88976378 0.2016129  0.8030303  0.02439024 0.5037594  0.65354331
  0.76515152 0.31451613 0.60606061 0.91666667 0.56557377 0.9375
  0.1328125  0.60305344 0.02542373 0.         0.92920354 0.7037037
  0.99180328 0.91472868 0.83606557 0.98518519 0.890625   0.05737705
  0.71969697 0.05932203 0.16260163 0.14876033 0.01459854 0.6870229
  0.79508197 0.97709924 0.4587156  0.         0.90769231 0.91111111
  0.98425197 0.90977444 0.39166667 0.90983607]
 [0.73529412 0.99259259 0.35820896 0.96992481 0.77037037 0.99259259
  0.97478992 0.99230769 0.8968254  0.99173554 0.99236641 0.97122302
  0.97777778 0.95833333 0.99193548 0.91735537 0.99193548 0.98275862
  0.98425197 0.99159664 0.97345133 0.97777778 0.99173554 0.99230769
  0.99186992 0.9929078  0.98387097 0.992      0.97321429 0.99166667
  0.99224806 0.99056604 0.04       0.99236641 0.97619048 0.968
  0.99264706 0.98561151 0.9921875  0.98507463]
 [0.9765625  0.98518519 0.00757576 0.99166667 0.74045802 0.97674419
  0.99224806 0.99264706 0.99206349 0.96581197 0.95275591 0.99137931
  0.97727273 0.99206349 0.95041322 0.85123967 0.96923077 0.9921875
  0.99236641 0.96116505 0.96774194 0.99259259 0.94782609 0.97761194
  0.98333333 0.92920354 0.72357724 0.05833333 0.95275591 0.95762712
  0.99122807 0.99130435 0.99264706 0.98333333 0.99275362 0.99152542
  0.49295775 0.9609375  0.99122807 0.99230769]
 [0.         0.         0.         0.06779661 0.49612403 0.
  0.17460317 0.         0.35245902 0.20325203 0.04580153 0.00793651
  0.84033613 0.1953125  0.05263158 0.29824561 0.6350365  0.42372881
  0.00826446 0.09917355 0.00877193 0.         0.15254237 0.
  0.04065041 0.07317073 0.76576577 0.008      0.01652893 0.38167939
  0.         0.11666667 0.36923077 0.0483871  0.         0.00806452
  0.43859649 0.28358209 0.83193277 0.29104478]
 [0.16666667 0.00729927 0.55555556 0.088      0.         0.00757576
  0.25210084 0.04       0.2734375  0.91489362 0.05       0.11111111
  0.38095238 0.5078125  0.01626016 0.         0.13793103 0.31531532
  0.45112782 0.18032787 0.00704225 0.46846847 0.03759398 0.42016807
  0.00826446 0.1328125  0.20325203 0.0234375  0.02857143 0.4
  0.03389831 0.         0.63492063 0.         0.52380952 0.89312977
  0.75409836 0.11627907 0.8359375  0.01680672]
 [0.39393939 0.15702479 0.16030534 0.78461538 0.0141844  0.09677419
  0.15254237 0.6875     0.6350365  0.13076923 0.29770992 0.24390244
  0.58646617 0.3557047  0.18705036 0.58333333 0.36641221 0.075
  0.125      0.21367521 0.02521008 0.03305785 0.         0.00787402
  0.7295082  0.51879699 0.0729927  0.15748031 0.01941748 0.5952381
  0.         0.97321429 0.11382114 0.56923077 0.048      0.28947368
  0.77165354 0.16949153 0.58536585 0.        ]
 [0.4084507  0.04310345 0.9389313  0.01709402 0.83739837 0.26605505
  0.84552846 0.56521739 0.26470588 0.504      0.6875     0.79464286
  0.07142857 0.71527778 0.84444444 0.41525424 0.44166667 0.74509804
  0.         0.01481481 0.29770992 0.         0.79646018 0.61654135
  0.03508772 0.19014085 0.26315789 0.82706767 0.38461538 0.11627907
  0.77443609 0.7972028  0.66412214 0.75757576 0.2892562  0.38842975
  0.40625    0.30714286 0.07258065 0.0619469 ]]"
